number,name,category,asterisk2,asterisk3,biggerlinks,smallerlinks,fronttext,backtext,frontimage,backimage
"84","TEENAGE SOCIETY","TOWNS","/80%","/80%","18, 26, 83","18, 72, 95, 147, 157","Teenage is the time of passage between childhood and adulthood. In traditional societies, this passage is accompanied by rites which suit the psychological demands of the transition. But in modern society the ""high school"" fails entirely to provide this passage.","Replace the ""high school"" with an institution which is actually a model of adult society, in which the students take on most of the responsibility for learning and social life, with clearly defined roles and forms of discipline. Provide adult guidance, both for the learning, and the social structure of the society; but keep them as far as feasible, in the hands of the students.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//84/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//84/back.gif"
"85","SHOPFRONT SCHOOLS","TOWNS","/80%","/80%","18, 86","60, 80, 95, 100, 165","Around the age of 6 or 7, children develop a great need to learn by doing, to make their mark on a community outside the home. If the setting is right, these needs lead children directly to basic skills and habits of learning.","Instead of building large public schools for children 7 to 12, set up tiny independent schools, one school at a time. Keep the school small, so that its overheads are low and a teacher-student ratio of 1:10 can be maintained. Locate it in the public part of the community, with a shopfront and three or four rooms.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//85/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//85/back.gif"
"86","CHILDREN","TOWNS","/80%","/80%","18, 57, 68","73, 75, 79, 95, 101, 129","The task of looking - after little children is a much deeper and more fundamental social issue than the phrases ""babysitting"" and ""child care"" suggest.","In every neighborhood, build a children's home - a second home for children - a large rambling house or workplace - a place where children can stay for an hour or two, or for a week. At least one of the people who run it must live on the premises; it must be open 24 hours a day; open to children of all ages; and it must be clear, from the way that it is run, that it is a second family for the children - not just a place where baby-sitting is available.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//86/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//86/back.gif"
"87","INDIVIDUALLY OWNED SHOPS","TOWNS","/100%","/100%","32, 46, 88, 89","95, 165, 191, 197, 200","When shops are too large, or controlled by absentee owners, they become plastic, bland, and abstract.","Do what you can to encourage the development of individually owned shops. Approve applications for business licenses only if the business is owned by those people who actually work and manage the store. Approve new commercial building permits only if the proposed structure includes many very very small rental spaces.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//87/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//87/back.gif"
"88","STREET CAFE","TOWNS","/100%","/100%","14, 30, 61","95, 125, 150, 165, 243, 244, 250","The street cafe provides a unique setting, special to cities: a place where people can sit lazily, legitimately, be on view, and watch the world go by.","Encourage local cafes to spring up in each neighborhood. Make them intimate places, with several rooms, open to a busy path, where people can sit with coffee or a drink and watch the world go by. Build the front of the cafe so that a set of tables stretch out of the cafe, right into the street.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//88/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//88/back.gif"
"89","CORNER GROCERY","TOWNS","/100%","/80%","14, 19, 46","87, 95, 110, 165, 191, 197, 200","It has lately been assumed that people no longer want to walk to local stores. This assumption is mistaken.","Give every neighborhood at least one corner grocery, somewhere near its heart. Place these corner groceries every 200 to 8oo yards, according to the density, so that each one serves about 1000 people. Place them on corners, where large numbers of people are going past. And combine them with houses, so that the people who run them can live over them or next to them.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//89/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//89/back.gif"
"9","SCATTERED WORK","TOWNS","/100%","/100%","8","3, 4, 5, 42, 80, 157","The artificial separation of houses and work creates intolerable rifts in people's inner lives.","Use zoning laws, neighborhood planning, tax incentives, and any other means available to scatter workplaces throughout the city. Prohibit large concentrations of work, without family life around them. Prohibit large concentrations of family life, without workplaces around them.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//9/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//9/back.gif"
"90","BEER HALL","TOWNS","/80%","/80%","15, 31, 33","95, 179, 181, 190","Where can people sing, and drink, and shout and drink, and let go of their sorrows?","Somewhere in the community at least one big place where a few hundred people can gather, with beer and wine, music, and perhaps a half-dozen activities, so that people are continuously criss-crossing from one to another.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//90/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//90/back.gif"
"91","TRAVELERS INN","TOWNS","/100%","/80%","10, 30, 31, 33, 41","65, 90, 94, 95, 129, 147, 186","A man who stays the night in a strange place is still a member of the human community, and still needs company. There is no reason why he should creep into a hole, and watch TV alone, the way he does in a roadside motel.","Make the traveler's inn a place where travelers can take rooms for the night, but where - unlike most hotels and motels - the inn draws all its energy from the community of travelers that are there any given evening. The scale is small - 30 or 40 guests to an inn; meals are offered communally; there is even a large space ringed round with beds in alcoves.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//91/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//91/back.gif"
"92","BUS STOP","TOWNS","/100%","/80%","20","53, 69, 93, 121, 150, 241","Bus stops must be easy to recognize, and pleasant, with enough activity around them to make people comfortable and safe.","Build bus stops so that they form tiny centers of public life. Build them as part of the gateways into neighborhoods, work communities, parts of town. Locate them so that they work together with several other activities, at least a newsstand, maps, outdoor shelter, seats, and in various combinations, corner groceries, smoke shops, coffee bar, tree places, special road crossings, public bathrooms, squares. . . .","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//92/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//92/back.gif"
